iter	Passed	Remaining
1665	152580	122174
1666	152685	122093
1667	152800	122020
1668	152913	121945
1669	153011	121859
1670	153105	121769
1671	153210	121689
1672	153340	121627
1673	153469	121565
1674	153574	121484
1675	153675	121400
1676	153767	121308
1677	153853	121212
1678	153938	121115
1679	154037	121029
1680	154131	120939
1681	154224	120848
1682	154309	120752
1683	154389	120651
1684	154468	120549
1685	154546	120447
1686	154641	120358
1687	154731	120265
1688	154807	120161
1689	154891	120063
1690	154975	119966
1691	155060	119869
1692	155143	119771
1693	155232	119677
1694	155316	119579
1695	155408	119488
1696	155497	119394
1697	155591	119305
1698	155679	119210
1699	155783	119128
1700	155877	119039
1701	155984	118958
1702	156073	118864
1703	156162	118771
1704	156254	118679
1705	156346	118588
1706	156444	118501
1707	156546	118418
1708	156644	118330
1709	156732	118236
1710	156826	118146
1711	156920	118057
1712	157017	117968
1713	157111	117879
1714	157197	117783
1715	157304	117703
1716	157413	117624
1717	157531	117552
1718	157629	117465
1719	157749	117395
1720	157862	117319
1721	157984	117249
1722	158099	117175
1723	158190	117082
1724	158291	116997
1725	158422	116935
1726	158555	116874
1727	158665	116795
1728	158764	116708
1729	158855	116616
1730	158933	116514
1731	159031	116427
1732	159128	116339
1733	159223	116249
1734	159327	116166
1735	159427	116080
1736	159533	115999
1737	159623	115906
1738	159710	115810
1739	159803	115719
1740	159880	115617
1741	159964	115519
1742	160058	115429
1743	160134	115326
1744	160218	115228
1745	160294	115125
1746	160376	115026
1747	160468	114935
1748	160556	114840
1749	160638	114741
1750	160720	114642
1751	160806	114546
1752	160898	114455
1753	160990	114364
1754	161079	114269
1755	161172	114179
1756	161254	114080
1757	161352	113993
1758	161457	113910
1759	161548	113818
1760	161643	113729
1761	161737	113638
1762	161819	113539
1763	161917	113452
1764	162015	113364
1765	162106	113272
1766	162219	113195
1767	162307	113101
1768	162406	113014
1769	162507	112928
1770	162605	112841
1771	162703	112754
1772	162802	112667
1773	162903	112581
1774	163002	112494
1775	163240	112503
1776	163325	112407
1777	163413	112312
1778	163502	112218
1779	163578	112115
1780	163646	112007
1781	163730	111910
1782	163810	111810
1783	163901	111717
1784	163969	111609
1785	164042	111504
1786	164125	111406
1787	164194	111299
1788	164270	111197
1789	164348	111095
1790	164437	111002
1791	164508	110896
1792	164573	110786
1793	164649	110683
1794	164725	110581
1795	164798	110477
1796	164875	110375
1797	164950	110273
1798	165032	110174
1799	165126	110084
1800	165211	109988
1801	165296	109891
1802	165384	109797
1803	165485	109712
1804	165570	109616
1805	165656	109520
1806	165736	109421
1807	165818	109322
1808	165901	109225
1809	165987	109130
1810	166067	109030
1811	166150	108932
1812	166241	108840
1813	166329	108746
1814	166421	108655
1815	166511	108562
1816	166596	108466
1817	166683	108371
1818	166770	108276
1819	166857	108182
1820	166949	108091
1821	167034	107994
1822	167126	107903
1823	167208	107805
1824	167292	107708
1825	167380	107614
1826	167469	107521
1827	167544	107418
1828	167631	107324
1829	167718	107230
1830	167809	107137
1831	167903	107047
1832	168002	106960
1833	168093	106868
1834	168217	106797
1835	168328	106718
1836	168428	106631
1837	168521	106540
1838	168628	106458
1839	168731	106374
1840	168830	106287
1841	168930	106200
1842	169032	106115
1843	169133	106029
1844	169240	105947
1845	169322	105849
1846	169404	105751
1847	169506	105666
1848	169591	105570
1849	169675	105474
1850	169769	105383
1851	169857	105289
1852	169946	105196
1853	170030	105099
1854	170108	104999
1855	170195	104904
1856	170285	104812
1857	170372	104717
1858	170466	104627
1859	170541	104525
1860	170626	104429
1861	170709	104332
1862	170795	104237
1863	170871	104136
1864	170952	104038
1865	171041	103944
1866	171125	103848
1867	171206	103750
1868	171296	103658
1869	171394	103570
1870	171478	103473
1871	171572	103383
1872	171661	103290
1873	171770	103208
1874	171876	103125
1875	171965	103032
1876	172063	102944
1877	172156	102854
1878	172244	102759
1879	172345	102674
1880	172448	102589
1881	172519	102484
1882	172607	102391
1883	172693	102296
1884	172776	102199
1885	172857	102101
1886	172948	102009
1887	173036	101915
1888	173135	101828
1889	173257	101754
1890	173376	101678
1891	173474	101590
1892	173558	101494
1893	173654	101405
1894	173762	101322
1895	173875	101244
1896	173963	101149
1897	174061	101062
1898	174164	100976
1899	174264	100889
1900	174358	100799
1901	174448	100706
1902	174557	100625
1903	174648	100532
1904	174747	100445
1905	174838	100353
1906	174959	100278
1907	175049	100185
1908	175148	100098
1909	175249	100011
1910	175348	99924
1911	175454	99840
1912	175547	99748
1913	175647	99661
1914	175741	99571
1915	175831	99478
1916	175936	99394
1917	176046	99312
1918	176154	99230
1919	176270	99152
1920	176383	99072
1921	176490	98988
1922	176596	98904
1923	176686	98811
1924	176791	98727
1925	176900	98645
1926	177005	98560
1927	177104	98473
1928	177201	98384
1929	177311	98301
1930	177415	98217
1931	177516	98129
1932	177616	98042
1933	177716	97955
1934	177817	97868
1935	177924	97784
1936	178022	97696
1937	178122	97608
1938	178228	97524
1939	178339	97443
1940	178442	97357
1941	178583	97292
1942	178676	97200
1943	178775	97112
1944	178865	97019
1945	178959	96928
1946	179036	96828
1947	179124	96734
1948	179223	96646
1949	179324	96559
1950	179425	96472
1951	179513	96378
1952	179606	96286
1953	179716	96204
1954	179821	96119
1955	179936	96039
1956	180030	95949
1957	180130	95861
1958	180223	95769
1959	180317	95678
1960	180406	95585
1961	180498	95493
1962	180586	95399
1963	180667	95301
1964	180743	95200
1965	180833	95107
1966	180914	95010
1967	181006	94918
1968	181085	94819
1969	181177	94727
1970	181261	94631
1971	181353	94539
1972	181454	94451
1973	181557	94365
1974	181644	94271
1975	181740	94181
1976	181834	94090
1977	181931	94000
1978	182028	93911
1979	182117	93818
1980	182199	93721
1981	182289	93627
1982	182368	93529
1983	182453	93433
1984	182540	93339
1985	182634	93248
1986	182716	93151
1987	182817	93064
1988	182898	92966
1989	182975	92866
1990	183052	92767
1991	183143	92674
1992	183244	92587
1993	183333	92494
1994	183426	92402
1995	183515	92309
1996	183607	92217
1997	183700	92126
1998	183777	92026
1999	183883	91941
2000	183973	91848
2001	184051	91749
2002	184140	91656
2003	184234	91565
2004	184336	91478
2005	184432	91388
2006	184520	91294
2007	184610	91202
2008	184704	91110
2009	184795	91018
2010	184882	90924
2011	184984	90837
2012	185081	90747
2013	185175	90656
2014	185275	90568
2015	185382	90484
2016	185482	90396
2017	185580	90307
2018	185673	90215
2019	185767	90124
2020	185853	90029
2021	185946	89938
2022	186017	89836
2023	186109	89744
2024	186213	89658
2025	186314	89570
2026	186425	89487
2027	186526	89400
2028	186622	89310
2029	186735	89228
2030	186837	89141
2031	186931	89050
2032	187030	88961
2033	187131	88873
2034	187237	88788
2035	187331	88697
2036	187437	88612
2037	187540	88525
2038	187736	88482
2039	187821	88386
2040	187901	88289
2041	187982	88191
2042	188057	88091
2043	188135	87993
2044	188215	87895
2045	188304	87801
2046	188396	87709
2047	188474	87610
2048	188557	87515
2049	188637	87417
2050	188720	87321
2051	188808	87227
2052	188892	87131
2053	188980	87037
2054	189073	86946
2055	189167	86855
2056	189249	86758
2057	189331	86662
2058	189416	86566
2059	189500	86471
2060	189589	86377
2061	189674	86282
2062	189760	86187
2063	189861	86099
2064	189978	86019
2065	190077	85930
2066	190164	85836
2067	190249	85741
2068	190355	85655
2069	190448	85563
2070	190550	85476
2071	190647	85386
2072	190740	85294
2073	190838	85205
2074	190925	85111
2075	191003	85012
2076	191096	84921
2077	191193	84831
2078	191282	84738
2079	191375	84646
2080	191465	84554
2081	191558	84462
2082	191652	84371
2083	191752	84282
2084	191846	84191
2085	191945	84102
2086	192034	84009
2087	192142	83924
2088	192240	83834
2089	192330	83741
2090	192426	83651
2091	192530	83564
2092	192624	83473
2093	192723	83384
2094	192830	83298
2095	192932	83211
2096	193050	83130
2097	193160	83046
2098	193284	82967
2099	193386	82879
2100	193488	82792
2101	193585	82701
2102	193698	82618
2103	193791	82527
2104	193887	82436
2105	194009	82357
2106	194118	82272
2107	194225	82186
2108	194337	82102
2109	194438	82014
2110	194556	81933
2111	194654	81843
2112	194763	81758
2113	194873	81673
2114	194995	81593
2115	195099	81506
2116	195200	81418
2117	195297	81328
2118	195391	81236
2119	195486	81145
2120	195583	81055
2121	195679	80964
2122	195783	80877
2123	195875	80784
2124	195984	80699
2125	196094	80614
2126	196215	80533
2127	196307	80441
2128	196408	80353
2129	196514	80266
2130	196623	80181
2131	196730	80094
2132	196832	80006
2133	196927	79915
2134	197032	79828
2135	197140	79742
2136	197250	79656
2137	197353	79569
2138	197455	79480
2139	197669	79437
2140	197762	79345
2141	197849	79250
2142	197946	79160
2143	198034	79065
2144	198108	78966
2145	198195	78871
2146	198278	78775
2147	198406	78697
2148	198488	78600
2149	198574	78506
2150	198649	78407
2151	198743	78315
2152	198826	78219
2153	198909	78123
2154	198994	78028
2155	199087	77935
2156	199176	77842
2157	199258	77745
2158	199335	77647
2159	199425	77554
2160	199509	77458
2161	199590	77362
2162	199681	77269
2163	199772	77176
2164	199865	77084
2165	199983	77002
2166	200096	76917
2167	200186	76824
2168	200274	76730
2169	200372	76640
2170	200478	76553
2171	200583	76465
2172	200683	76376
2173	200797	76291
2174	200891	76200
2175	200988	76109
2176	201085	76018
2177	201186	75929
2178	201286	75840
2179	201388	75751
2180	201481	75659
2181	201582	75570
2182	201670	75476
2183	201774	75388
2184	201879	75300
2185	201977	75210
2186	202078	75121
2187	202174	75030
2188	202274	74940
2189	202384	74854
2190	202483	74764
2191	202586	74675
2192	202689	74587
2193	202788	74497
2194	202887	74407
2195	202986	74317
2196	203077	74224
2197	203168	74131
2198	203272	74043
2199	203374	73954
2200	203478	73866
2201	203585	73779
2202	203678	73686
2203	203774	73595
2204	203879	73507
2205	203985	73419
2206	204087	73330
2207	204189	73241
2208	204295	73154
2209	204399	73065
2210	204499	72976
2211	204611	72890
2212	204711	72800
2213	204815	72712
2214	204922	72624
2215	205014	72532
2216	205107	72439
2217	205219	72354
2218	205319	72264
2219	205419	72174
2220	205521	72085
2221	205624	71996
2222	205718	71904
2223	205815	71813
2224	205921	71725
2225	206024	71636
2226	206124	71546
2227	206222	71455
2228	206321	71365
2229	206427	71277
2230	206517	71184
2231	206627	71097
2232	206727	71007
2233	206824	70916
2234	206905	70820
2235	206990	70724
2236	207080	70631
2237	207161	70534
2238	207258	70443
2239	207363	70355
2240	207470	70267
2241	207584	70182
2242	207685	70092
2243	207781	70001
2244	207879	69910
2245	207978	69820
2246	208083	69731
2247	208179	69639
2248	208280	69550
2249	208384	69461
2250	208477	69369
2251	208569	69276
2252	208653	69180
2253	208747	69088
2254	208831	68993
2255	208918	68898
2256	209009	68805
2257	209096	68711
2258	209178	68614
2259	209258	68518
2260	209358	68428
2261	209445	68333
2262	209524	68236
2263	209614	68143
2264	209702	68049
2265	209798	67957
2266	209896	67866
2267	209999	67777
2268	210094	67685
2269	210175	67589
2270	210283	67501
2271	210391	67414
2272	210478	67319
2273	210562	67224
2274	210651	67130
2275	210747	67039
2276	210843	66947
2277	210938	66855
2278	211021	66760
2279	211128	66672
2280	211236	66584
2281	211331	66492
2282	211417	66397
2283	211509	66304
2284	211594	66210
2285	211689	66118
2286	211774	66023
2287	211862	65929
2288	211950	65835
2289	212041	65742
2290	212120	65645
2291	212209	65551
2292	212301	65458
2293	212385	65363
2294	212490	65274
2295	212575	65180
2296	212665	65086
2297	212763	64995
2298	212851	64901
2299	212948	64810
2300	213037	64716
2301	213133	64625
2302	213228	64533
2303	213358	64452
2304	213471	64365
2305	213554	64270
2306	213645	64177
2307	213741	64085
2308	213828	63991
2309	213919	63897
2310	214004	63803
2311	214095	63710
2312	214176	63613
2313	214316	63535
2314	214407	63442
2315	214492	63347
2316	214582	63254
2317	214673	63161
2318	214761	63067
2319	214863	62977
2320	214963	62886
2321	215051	62792
2322	215142	62699
2323	215236	62607
2324	215325	62513
2325	215413	62419
2326	215508	62327
2327	215607	62237
2328	215702	62145
2329	215794	62052
2330	215898	61963
2331	215992	61871
2332	216110	61785
2333	216211	61695
2334	216314	61605
2335	216416	61515
2336	216521	61426
2337	216645	61342
2338	216748	61253
2339	216856	61164
2340	216985	61082
2341	217092	60993
2342	217206	60906
2343	217315	60818
2344	217435	60733
2345	217532	60642
2346	217623	60548
2347	217736	60461
2348	217826	60368
2349	217930	60278
2350	218048	60192
2351	218147	60101
2352	218246	60010
2353	218342	59918
2354	218440	59827
2355	218537	59736
2356	218628	59642
2357	218732	59553
2358	218820	59459
2359	218930	59370
2360	219015	59276
2361	219104	59182
2362	219194	59088
2363	219282	58994
2364	219367	58899
2365	219460	58807
2366	219552	58714
2367	219645	58621
2368	219738	58529
2369	219837	58437
2370	219935	58346
2371	220036	58255
2372	220141	58166
2373	220236	58074
2374	220341	57984
2375	220441	57893
2376	220554	57806
2377	220666	57718
2378	220803	57637
2379	220934	57554
2380	221046	57466
2381	221158	57378
2382	221248	57285
2383	221353	57195
2384	221463	57106
2385	221563	57015
2386	221661	56924
2387	221770	56835
2388	221861	56742
2389	221957	56650
2390	222035	56553
2391	222127	56460
2392	222216	56366
2393	222299	56271
2394	222374	56174
2395	222460	56079
2396	222560	55988
2397	222642	55892
2398	222728	55798
2399	222825	55706
2400	222925	55615
2401	223027	55524
2402	223116	55431
2403	223206	55337
2404	223311	55247
2405	223401	55154
2406	223525	55068
2407	223651	54984
2408	223754	54893
2409	223854	54802
2410	223942	54708
2411	224030	54614
2412	224124	54521
2413	224232	54432
2414	224337	54342
2415	224421	54247
2416	224511	54153
2417	224612	54062
2418	224701	53969
2419	224791	53875
2420	224884	53782
2421	224973	53689
2422	225076	53598
2423	225184	53509
2424	225265	53413
2425	225362	53321
2426	225458	53229
2427	225544	53134
2428	225646	53044
2429	225737	52950
2430	225835	52859
2431	225927	52765
2432	226031	52675
2433	226134	52584
2434	226232	52493
2435	226337	52403
2436	226439	52312
2437	226551	52223
2438	226651	52132
2439	226748	52040
2440	226850	51949
2441	226961	51861
2442	227063	51770
2443	227169	51680
2444	227278	51590
2445	227379	51499
2446	227481	51408
2447	227589	51319
2448	227687	51227
2449	227788	51136
2450	228007	51071
2451	228098	50977
2452	228176	50881
2453	228268	50788
2454	228374	50698
2455	228461	50603
2456	228549	50509
2457	228632	50414
2458	228715	50319
2459	228819	50228
2460	228914	50136
2461	229003	50042
2462	229083	49946
2463	229165	49850
2464	229293	49765
2465	229377	49670
2466	229471	49577
2467	229562	49484
2468	229654	49391
2469	229756	49299
2470	229850	49207
2471	229937	49112
2472	230030	49019
2473	230119	48925
2474	230203	48831
2475	230304	48739
2476	230393	48645
2477	230485	48552
2478	230584	48460
2479	230675	48367
2480	230759	48272
2481	230854	48179
2482	230940	48085
2483	231026	47990
2484	231121	47898
2485	231219	47806
2486	231312	47713
2487	231401	47619
2488	231495	47526
2489	231614	47439
2490	231729	47350
2491	231839	47261
2492	231936	47168
2493	232025	47074
2494	232112	46980
2495	232204	46887
2496	232302	46795
2497	232382	46699
2498	232464	46604
2499	232551	46510
2500	232632	46414
2501	232713	46319
2502	232804	46226
2503	232906	46134
2504	233000	46042
2505	233100	45950
2506	233187	45856
2507	233274	45761
2508	233354	45666
2509	233438	45571
2510	233528	45478
2511	233621	45384
2512	233709	45291
2513	233803	45198
2514	233887	45103
2515	233979	45010
2516	234071	44917
2517	234162	44823
2518	234251	44730
2519	234337	44635
2520	234431	44542
2521	234516	44448
2522	234606	44354
2523	234709	44263
2524	234813	44172
2525	234899	44078
2526	234996	43986
2527	235090	43893
2528	235187	43801
2529	235299	43711
2530	235413	43622
2531	235520	43532
2532	235609	43438
2533	235699	43344
2534	235791	43251
2535	235882	43158
2536	235967	43063
2537	236064	42971
2538	236146	42876
2539	236237	42783
2540	236327	42689
2541	236431	42598
2542	236521	42505
2543	236626	42414
2544	236745	42325
2545	236862	42237
2546	236977	42147
2547	237094	42059
2548	237190	41966
2549	237277	41872
2550	237378	41780
2551	237468	41687
2552	237587	41598
2553	237701	41509
2554	237812	41419
2555	237902	41325
2556	237990	41231
2557	238077	41137
2558	238165	41043
2559	238256	40950
2560	238337	40855
2561	238444	40764
2562	238544	40672
2563	238650	40581
2564	238739	40488
2565	238830	40394
2566	238916	40300
2567	239002	40206
2568	239090	40112
2569	239175	40017
2570	239260	39923
2571	239328	39826
2572	239433	39734
2573	239541	39644
2574	239639	39552
2575	239740	39460
2576	239850	39370
2577	239954	39278
2578	240047	39185
2579	240135	39091
2580	240221	38997
2581	240314	38904
2582	240406	38811
2583	240498	38717
2584	240594	38625
2585	240683	38531
2586	240776	38438
2587	240866	38345
2588	240959	38251
2589	241056	38159
2590	241150	38066
2591	241242	37973
2592	241334	37880
2593	241434	37788
2594	241525	37694
2595	241617	37601
2596	241714	37509
2597	241812	37416
2598	241913	37324
2599	242011	37232
2600	242113	37140
2601	242210	37048
2602	242316	36957
2603	242412	36864
2604	242524	36774
2605	242631	36683
2606	242744	36593
2607	242860	36503
2608	242968	36412
2609	243055	36318
2610	243154	36226
2611	243266	36136
2612	243365	36043
2613	243468	35952
2614	243569	35860
2615	243666	35767
2616	243767	35675
2617	243857	35581
2618	243955	35489
2619	244047	35396
2620	244157	35305
2621	244257	35213
2622	244347	35119
2623	244449	35027
2624	244544	34934
2625	244642	34842
2626	244748	34751
2627	244855	34659
2628	244961	34568
2629	245061	34476
2630	245173	34385
2631	245280	34294
2632	245384	34202
2633	245554	34120
2634	245644	34026
2635	245721	33931
2636	245808	33837
2637	245889	33742
2638	245969	33647
2639	246057	33553
2640	246149	33459
2641	246230	33365
2642	246302	33269
2643	246378	33173
2644	246454	33078
2645	246528	32982
2646	246604	32886
2647	246684	32791
2648	246770	32697
2649	246848	32602
2650	246921	32506
2651	246996	32411
2652	247068	32315
2653	247154	32221
2654	247238	32127
2655	247317	32032
2656	247396	31937
2657	247474	31842
2658	247573	31749
2659	247661	31656
2660	247759	31563
2661	247841	31469
2662	247929	31375
2663	248033	31283
2664	248120	31189
2665	248208	31095
2666	248289	31001
2667	248412	30911
2668	248489	30816
2669	248570	30722
2670	248653	30627
2671	248744	30534
2672	248829	30440
2673	248906	30345
2674	249000	30252
2675	249086	30158
2676	249174	30064
2677	249263	29971
2678	249353	29877
2679	249431	29782
2680	249532	29690
2681	249628	29598
2682	249739	29507
2683	249829	29413
2684	249922	29320
2685	250021	29228
2686	250120	29135
2687	250218	29043
2688	250310	28950
2689	250407	28857
2690	250499	28764
2691	250594	28671
2692	250700	28579
2693	250801	28487
2694	250898	28394
2695	250988	28301
2696	251082	28208
2697	251186	28116
2698	251288	28024
2699	251388	27932
2700	251490	27839
2701	251582	27746
2702	251687	27654
2703	251784	27562
2704	251886	27470
2705	251981	27377
2706	252086	27285
2707	252189	27193
2708	252320	27104
2709	252430	27012
2710	252544	26921
2711	252644	26829
2712	252762	26738
2713	252871	26647
2714	252990	26556
2715	253095	26465
2716	253209	26374
2717	253313	26281
2718	253417	26189
2719	253529	26098
2720	253638	26007
2721	253738	25914
2722	253887	25826
2723	253998	25735
2724	254089	25642
2725	254176	25548
2726	254267	25454
2727	254369	25362
2728	254459	25268
2729	254552	25175
2730	254643	25082
2731	254736	24988
2732	254830	24895
2733	254917	24801
2734	255012	24708
2735	255096	24614
2736	255185	24520
2737	255269	24426
2738	255361	24333
2739	255456	24240
2740	255545	24146
2741	255636	24053
2742	255728	23960
2743	255835	23868
2744	255943	23776
2745	256033	23682
2746	256126	23589
2747	256217	23495
2748	256307	23402
2749	256397	23308
2750	256493	23215
2751	256580	23122
2752	256684	23029
2753	256782	22937
2754	256870	22843
2755	256957	22749
2756	257059	22657
2757	257153	22563
2758	257240	22470
2759	257345	22377
2760	257436	22284
2761	257517	22190
2762	257603	22096
2763	257687	22002
2764	257786	21909
2765	257885	21816
2766	258003	21725
2767	258125	21634
2768	258240	21543
2769	258358	21452
2770	258467	21360
2771	258570	21267
2772	258661	21174
2773	258752	21080
2774	258852	20988
2775	258942	20894
2776	259035	20801
2777	259119	20707
2778	259209	20613
2779	259300	20520
2780	259388	20426
2781	259483	20333
2782	259578	20240
2783	259683	20147
2784	259774	20054
2785	259867	19961
2786	259964	19868
2787	260070	19775
2788	260171	19683
2789	260262	19589
2790	260349	19495
2791	260459	19403
2792	260562	19311
2793	260667	19218
2794	260762	19125
2795	260861	19032
2796	260964	18940
2797	261051	18846
2798	261150	18753
2799	261264	18661
2800	261374	18569
2801	261478	18477
2802	261578	18384
2803	261686	18291
2804	261790	18199
2805	261891	18106
2806	261997	18014
2807	262112	17922
2808	262212	17829
2809	262325	17737
2810	262434	17644
2811	262538	17552
2812	262651	17460
2813	262755	17367
2814	262860	17275
2815	262960	17182
2816	263067	17089
2817	263177	16997
2818	263283	16904
2819	263390	16812
2820	263503	16720
2821	263611	16627
2822	263712	16534
2823	263817	16441
2824	263919	16348
2825	264024	16256
2826	264125	16163
2827	264230	16070
2828	264333	15977
2829	264517	15889
2830	264615	15796
2831	264704	15702
2832	264815	15610
2833	264927	15517
2834	265021	15424
2835	265098	15330
2836	265188	15236
2837	265271	15142
2838	265347	15047
2839	265430	14953
2840	265518	14860
2841	265607	14766
2842	265692	14672
2843	265793	14579
2844	265900	14486
2845	265998	14393
2846	266088	14299
2847	266176	14206
2848	266257	14111
2849	266343	14018
2850	266434	13924
2851	266541	13831
2852	266637	13738
2853	266734	13645
2854	266816	13551
2855	266903	13457
2856	266981	13363
2857	267071	13269
2858	267173	13176
2859	267281	13083
2860	267372	12990
2861	267466	12896
2862	267564	12803
2863	267641	12709
2864	267724	12615
2865	267806	12521
2866	267885	12427
2867	267968	12333
2868	268052	12239
2869	268141	12145
2870	268223	12051
2871	268306	11957
2872	268392	11864
2873	268479	11770
2874	268569	11676
2875	268656	11583
2876	268745	11489
2877	268829	11395
2878	268921	11302
2879	269006	11208
2880	269127	11116
2881	269225	11023
2882	269302	10929
2883	269400	10835
2884	269513	10743
2885	269602	10649
2886	269690	10555
2887	269774	10462
2888	269861	10368
2889	269952	10275
2890	270037	10181
2891	270139	10088
2892	270225	9994
2893	270322	9901
2894	270410	9807
2895	270501	9714
2896	270594	9620
2897	270692	9527
2898	270788	9434
2899	270878	9340
2900	270963	9246
2901	271062	9153
2902	271160	9060
2903	271246	8966
2904	271338	8873
2905	271428	8779
2906	271518	8686
2907	271610	8592
2908	271700	8499
2909	271805	8406
2910	271918	8313
2911	272008	8220
2912	272097	8126
2913	272198	8033
2914	272289	7939
2915	272384	7846
2916	272487	7753
2917	272587	7660
2918	272682	7566
2919	272771	7473
2920	272866	7379
2921	272973	7286
2922	273062	7193
2923	273157	7099
2924	273255	7006
2925	273350	6913
2926	273448	6819
2927	273557	6726
2928	273660	6633
2929	273768	6540
2930	273873	6447
2931	273978	6354
2932	274088	6261
2933	274222	6168
2934	274408	6077
2935	274507	5983
2936	274593	5890
2937	274687	5796
2938	274784	5703
2939	274869	5609
2940	274950	5515
2941	275031	5422
2942	275116	5328
2943	275201	5234
2944	275286	5141
2945	275376	5047
2946	275471	4954
2947	275563	4860
2948	275653	4767
2949	275740	4673
2950	275819	4579
2951	275902	4486
2952	275984	4392
2953	276061	4298
2954	276154	4205
2955	276237	4111
2956	276326	4018
2957	276419	3924
2958	276502	3831
2959	276584	3737
2960	276665	3644
2961	276753	3550
2962	276838	3456
2963	276928	3363
2964	277027	3270
2965	277133	3176
2966	277237	3083
2967	277334	2990
2968	277431	2896
2969	277517	2803
2970	277602	2709
2971	277682	2616
2972	277773	2522
2973	277876	2429
2974	277989	2336
2975	278089	2242
2976	278191	2149
2977	278281	2055
2978	278374	1962
2979	278467	1868
2980	278553	1775
2981	278654	1682
2982	278755	1588
2983	278858	1495
2984	278957	1401
2985	279053	1308
2986	279153	1214
2987	279243	1121
2988	279327	1027
2989	279437	934
2990	279533	841
2991	279644	747
2992	279745	654
2993	279833	560
2994	279916	467
2995	279999	373
2996	280080	280
2997	280167	186
2998	280272	93
2999	280367	0
