iter	Logloss
263	0.4086884574
264	0.4086076295
265	0.4083932868
266	0.4082159316
267	0.4080483781
268	0.4077457089
269	0.4075884063
270	0.4074259641
271	0.4071765155
272	0.4070856614
273	0.4069563873
274	0.4067755497
275	0.406556573
276	0.4064190701
277	0.4063006649
278	0.4061831583
279	0.4060803401
280	0.4059661756
281	0.4058544265
282	0.4055842513
283	0.4054448387
284	0.4051905875
285	0.4049832098
286	0.4048662931
287	0.4047374122
288	0.4046566967
289	0.4044160666
290	0.4043022673
291	0.4042211585
292	0.4039698563
293	0.4038691444
294	0.4037409657
295	0.4034870516
296	0.4032688613
297	0.4031970767
298	0.4030441553
299	0.4029035912
300	0.4027881629
301	0.4026989658
302	0.4025898285
303	0.402429268
304	0.4021802407
305	0.402078265
306	0.4019945725
307	0.4018943661
308	0.4017930083
309	0.40168286
310	0.4015014887
311	0.4014006364
312	0.4012415083
313	0.4010285979
314	0.4009738888
315	0.400838071
316	0.4006157803
317	0.4005269764
318	0.4004100596
319	0.4003570637
320	0.4002428712
321	0.4001348573
322	0.4000206086
323	0.3999469704
324	0.3998718999
325	0.3998033731
326	0.3996838445
327	0.3996045051
328	0.3994603461
329	0.3993637347
330	0.3992404427
331	0.3991406295
332	0.3990432878
333	0.3989199677
334	0.3988200984
335	0.3986205563
336	0.3985245908
337	0.3984178688
338	0.3983621767
339	0.3982222867
340	0.3979880038
341	0.3979036372
342	0.397782592
343	0.3977065666
344	0.3976068658
345	0.3974370093
346	0.3973632026
347	0.3972797067
348	0.3971925317
349	0.3971338907
350	0.3970162157
351	0.3969351912
352	0.3966927638
353	0.3965282153
354	0.3964737028
355	0.3964002893
356	0.3963331668
357	0.3962416667
358	0.3961004005
359	0.3960085072
360	0.3959277636
361	0.3958535356
362	0.3957107809
363	0.3956466915
364	0.3954010062
365	0.3951983187
366	0.3951208891
367	0.3950634558
368	0.3948928129
369	0.3948349303
370	0.3946422409
371	0.3945921377
372	0.3944928862
373	0.39443447
374	0.3943473511
375	0.3942326812
376	0.3941800504
377	0.3940996157
378	0.3940267919
379	0.3939588269
380	0.393872045
381	0.3937613069
382	0.3936951954
383	0.3935966742
384	0.3935268274
385	0.3934634964
386	0.3933339976
387	0.3932629152
388	0.3931948097
389	0.3930331258
390	0.3929807478
391	0.3929345203
392	0.3928668361
393	0.3927680902
394	0.3926295201
395	0.3926020532
396	0.3924529513
397	0.3923437017
398	0.3922479608
399	0.3921768222
400	0.39208726
401	0.3919615808
402	0.3918938123
403	0.3918065811
404	0.3916565805
405	0.3915031536
406	0.3912599117
407	0.391213965
408	0.3910979189
409	0.3909888939
410	0.3909022525
411	0.3908457741
412	0.3907717708
413	0.3906418228
414	0.390496737
415	0.3903975136
416	0.3903539542
417	0.3902191475
418	0.3901573049
419	0.3900317942
420	0.3899527075
421	0.3899022674
422	0.3898100652
423	0.3897634445
424	0.3895829158
425	0.3895208485
426	0.389480238
427	0.3894050552
428	0.3893007484
429	0.3892425288
430	0.3891582184
431	0.3891028915
432	0.3890693302
433	0.3890046791
434	0.3889633103
435	0.3888095745
436	0.3887544441
437	0.3886660053
438	0.3886171659
439	0.3885584127
440	0.3884992662
441	0.3884228195
442	0.3882840809
443	0.3882391173
444	0.3881395569
445	0.3880858308
446	0.3880055084
447	0.387958972
448	0.3878544968
449	0.3876923355
450	0.3876373175
451	0.3875892645
452	0.3875225071
453	0.387372338
454	0.3872369696
455	0.3870928106
456	0.3870453474
457	0.3870092866
458	0.3869706701
459	0.3869177585
460	0.3868706042
461	0.3868112892
462	0.3867407403
463	0.3866988379
464	0.3866228687
465	0.3865083391
466	0.3864291121
467	0.3863825476
468	0.3863487898
469	0.3862452694
470	0.3862004181
471	0.3861533761
472	0.3861264991
473	0.3860690096
474	0.3860298876
475	0.3859895579
476	0.3858766011
477	0.3857990029
478	0.3857558367
479	0.3857172483
480	0.3856689987
481	0.3855817394
482	0.3854485616
483	0.3854132871
484	0.3852898547
485	0.385201135
486	0.3851327768
487	0.3850939075
488	0.3850543923
489	0.3849972398
490	0.3849569382
491	0.3848315399
492	0.3847991301
493	0.3847613561
494	0.3847200716
495	0.3846425858
496	0.3845397956
497	0.3844359663
498	0.3843449999
499	0.3843216896
500	0.3842673175
501	0.3841625614
502	0.3841320895
503	0.3840768749
504	0.3840355622
505	0.3839439217
506	0.3839139272
507	0.3838888757
508	0.3838725584
509	0.3838441928
510	0.3837433405
511	0.3836875081
512	0.3836531324
513	0.3836203856
514	0.3835840439
515	0.383520095
516	0.3834451087
517	0.3833639157
518	0.3833181376
519	0.3832617435
520	0.3831974013
521	0.3831344634
522	0.383100172
523	0.3830339201
524	0.383003392
525	0.3827896671
526	0.3827433554
527	0.3826839842
528	0.382587457
529	0.3824536332
530	0.3824015079
531	0.3823345258
532	0.3821958715
533	0.3821485768
534	0.382095946
535	0.3820592392
536	0.3818703975
537	0.381803949
538	0.3817760889
539	0.3817358154
540	0.3816948679
541	0.3815682619
542	0.3815555395
543	0.3815389133
544	0.3814952135
545	0.3814813115
546	0.3814515136
547	0.38138866
548	0.3813142354
549	0.3812876953
550	0.3812557911
551	0.381184849
552	0.3810830419
553	0.3810638319
554	0.3810297932
555	0.3809861214
556	0.3809148985
557	0.3808986936
558	0.3808779952
559	0.3808226402
560	0.380770543
561	0.3807267308
562	0.380629361
563	0.3805809991
564	0.3805147191
565	0.3804762992
566	0.3804129681
567	0.3803810357
568	0.3802590356
569	0.3802256148
570	0.3801962382
571	0.3800964531
572	0.3800463218
573	0.3799883549
574	0.3799507776
575	0.3797644353
576	0.3797382884
577	0.3796790296
578	0.3796220738
579	0.3795630116
580	0.3795017307
581	0.3794651925
582	0.3794061864
583	0.379302301
584	0.3792524225
585	0.3792061107
586	0.3790744495
587	0.3790613339
588	0.3790283063
589	0.3789918242
590	0.3789345594
591	0.3789239153
592	0.3789143384
593	0.3788710879
594	0.3787511099
595	0.3787311978
596	0.3785682221
597	0.3785447713
598	0.3784879278
599	0.3784473735
600	0.3784144301
601	0.3783312992
602	0.3782745681
603	0.3782488425
604	0.3782109842
605	0.3781228262
606	0.3781039814
607	0.3780636236
608	0.3780447226
609	0.3779633892
610	0.3779247727
611	0.3778123214
612	0.377811872
613	0.3777880843
614	0.3777410985
615	0.377717732
616	0.377651452
617	0.3776411449
618	0.3775769994
619	0.3775479317
620	0.3774906107
621	0.3774598579
622	0.377409165
623	0.3773993915
624	0.3773658583
625	0.3773393744
626	0.3773210912
627	0.3772999434
628	0.3771838411
629	0.3771666813
630	0.3771255091
631	0.3770856288
632	0.3769933423
633	0.3769199288
634	0.3769103519
635	0.3768851318
636	0.3767968896
637	0.3767763316
638	0.3767562791
639	0.3767084508
640	0.3766780631
641	0.376599482
642	0.3765644041
643	0.3765275851
644	0.376504022
645	0.3763896328
646	0.3763424224
647	0.3762820121
648	0.3762187934
649	0.376182536
650	0.3761729029
651	0.3761193734
652	0.3760816837
653	0.3760631197
654	0.3760555649
655	0.3760282665
656	0.3760066693
657	0.3759506403
658	0.3758670039
659	0.3758447327
660	0.3758317014
661	0.3758059196
662	0.3757600292
663	0.3757426447
664	0.3757232943
665	0.3756560876
666	0.375605198
667	0.3755895267
668	0.3755603748
669	0.3755153549
670	0.3754797435
671	0.375454074
672	0.3754079308
673	0.3753911642
674	0.3753095781
675	0.3752844984
676	0.3752689114
677	0.3751997948
678	0.3751674693
679	0.375159746
680	0.3751537639
681	0.3751419964
682	0.3750861359
683	0.3750215691
684	0.3749975005
685	0.3749255754
686	0.3749241993
687	0.3749079382
688	0.3747369022
689	0.3747026388
690	0.3746840748
691	0.3746583211
692	0.3746289444
693	0.374552245
694	0.37451742
695	0.3744791685
696	0.3744496796
697	0.3743972454
698	0.3743378742
699	0.3742462337
700	0.3742187388
701	0.3741646756
702	0.3741549302
703	0.374137293
704	0.3741274072
705	0.3741179988
706	0.3740850273
707	0.374071659
708	0.3740403445
709	0.3740315821
710	0.3739994531
711	0.373962606
712	0.3739372735
713	0.3739176423
714	0.3739032067
715	0.3738541708
716	0.373826086
717	0.3738054438
718	0.3737771624
719	0.373749836
720	0.3737244193
721	0.3737037489
722	0.3736862241
723	0.3736579427
724	0.3735560232
725	0.3735278823
726	0.373499292
727	0.3734636525
728	0.3734481497
729	0.3734123698
730	0.373332244
731	0.3732820285
732	0.3732660483
733	0.3732256063
734	0.3731461826
735	0.3730951246
736	0.3730806048
737	0.3730004228
738	0.3729757083
739	0.3729561332
740	0.372899065
741	0.3728664586
742	0.3728584545
743	0.3727712795
744	0.3726941026
745	0.37265015
746	0.3725959184
747	0.3725478935
748	0.3725282622
749	0.3724923699
750	0.3724191249
751	0.3723646125
752	0.372299175
753	0.3722534812
754	0.3721822863
755	0.3721081426
756	0.3720965436
757	0.37205158
758	0.3720156877
759	0.3719659777
760	0.3719068874
761	0.3718927046
762	0.3718674003
763	0.3718529928
764	0.371809321
765	0.3717418615
766	0.3717027114
767	0.3716709475
768	0.3716285957
769	0.3715848397
770	0.3715048825
771	0.3714360187
772	0.3714048166
773	0.3713492088
774	0.3712953984
775	0.3712745034
776	0.3712497888
777	0.3712416161
778	0.3712143178
779	0.3711445553
780	0.3711392473
781	0.3710994793
782	0.371012866
783	0.3709652062
784	0.3709535791
785	0.3709344815
786	0.3709231914
787	0.3709158613
788	0.3708908659
789	0.3708724423
790	0.3708524459
791	0.3708093359
792	0.3707158979
793	0.3706645029
794	0.3706331603
795	0.3706172924
796	0.3705698573
797	0.3704788066
798	0.3704558333
799	0.3704178627
800	0.3703824759
801	0.3703585758
802	0.3703555146
803	0.3703087816
804	0.3703059731
805	0.3701858828
806	0.3701745646
807	0.3701533887
808	0.3700785148
809	0.369972523
810	0.3699480893
811	0.3699190778
812	0.3698079745
813	0.3697867425
814	0.3697416384
815	0.3697307415
816	0.3696791779
817	0.3696761448
818	0.3696599118
819	0.3696397189
820	0.3695197128
821	0.3695087597
822	0.3695055581
823	0.369492948
824	0.3694738223
825	0.3694470857
826	0.3694325939
827	0.3694081602
828	0.3693941459
829	0.3693769019
830	0.3693402513
831	0.3693135989
832	0.3692866656
833	0.3692400731
834	0.369216201
835	0.3691781462
836	0.369145933
837	0.3690904657
838	0.3690437888
839	0.3690310384
840	0.3690143279
841	0.3689777897
842	0.3689301018
843	0.3689008937
844	0.3688885645
845	0.3688150106
846	0.3687983001
847	0.368781028
848	0.3687682214
849	0.3687535331
850	0.3687024188
851	0.3686381048
852	0.36863319
853	0.3685859514
854	0.3685537102
855	0.3684762805
856	0.3684567616
857	0.3683938518
858	0.3683354356
859	0.3683163379
860	0.3682430649
861	0.3682309603
862	0.368229837
863	0.3682087453
864	0.3681503291
865	0.3681423249
866	0.3681087917
867	0.3680734892
868	0.3680142023
869	0.3679851066
870	0.3679324477
871	0.3679295269
872	0.3679145015
873	0.3678310056
874	0.3677659613
875	0.3677486892
876	0.3677256597
877	0.3677101008
878	0.3676723268
879	0.3676225888
880	0.3675946725
881	0.3675818378
882	0.3675451591
883	0.3674750877
884	0.3674413018
885	0.367399933
886	0.3673551097
887	0.3673198915
888	0.3672394568
889	0.367220977
890	0.3671640492
891	0.3671243655
892	0.3670613995
893	0.367034045
894	0.3670098079
895	0.3669775385
896	0.3669294293
897	0.3668572516
898	0.366846776
899	0.3668158828
900	0.3667975434
901	0.3667689251
902	0.3667415705
903	0.3667137386
904	0.3666906529
905	0.3666638601
906	0.3666577938
907	0.3665548913
908	0.3665310193
909	0.3664774617
910	0.3663682963
911	0.3663225462
912	0.3663192884
913	0.366314514
914	0.3662882548
915	0.3662702244
916	0.3662092805
917	0.3661913063
918	0.3661844536
919	0.3661756912
920	0.3661732478
921	0.3661708325
922	0.3661380014
923	0.3661118826
924	0.3660962113
925	0.3660805401
926	0.3660761869
927	0.3660726763
928	0.3659321965
929	0.3659176205
930	0.3659096725
931	0.3658847052
932	0.3658576596
933	0.3658555532
934	0.3658345178
935	0.3658161503
936	0.3657750905
937	0.3657190614
938	0.3657052999
939	0.3656787598
940	0.3656726373
941	0.3656700816
942	0.3656671327
943	0.3656200346
944	0.365573751
945	0.3655182836
946	0.3655075833
947	0.3654901708
948	0.3654689387
949	0.3654633218
950	0.3654504028
951	0.365415353
952	0.3654051021
953	0.3653363507
954	0.3653213253
955	0.365297004
956	0.3652809395
957	0.365170735
958	0.3651556535
959	0.3651190029
960	0.3650878008
961	0.3650810042
962	0.3650143592
963	0.364974872
964	0.3649740014
965	0.364965913
966	0.364947012
967	0.3649452426
968	0.364858208
969	0.3648344483
970	0.3648210238
971	0.364767719
972	0.364724637
973	0.3647159027
974	0.364698125
975	0.3646541162
976	0.3646028897
977	0.3645354863
978	0.3645168942
979	0.3644710318
980	0.3644206478
981	0.3643864406
982	0.3643506326
983	0.3642748038
984	0.3642457641
985	0.3642362153
986	0.3641957452
987	0.3641333971
988	0.3641092162
989	0.364108823
990	0.3641028971
991	0.3640850071
992	0.3640537488
993	0.3640340052
994	0.3639819361
995	0.3639650572
996	0.3638986649
997	0.3638491515
998	0.3638455286
999	0.3638256165
1000	0.3638161519
1001	0.3637288645
1002	0.3637156647
1003	0.3636967075
1004	0.3636477558
1005	0.363640538
1006	0.3635925974
1007	0.3635758027
1008	0.3635583059
1009	0.3635128929
1010	0.3634818593
1011	0.3634631268
1012	0.3634536903
1013	0.3634097377
1014	0.3633751373
1015	0.3633647459
1016	0.3633334595
1017	0.3633231524
1018	0.3632926805
1019	0.3632461722
1020	0.3632344327
1021	0.3631727025
1022	0.3631670013
1023	0.3631546159
1024	0.3631356868
1025	0.3631210827
1026	0.3631121237
1027	0.363053876
1028	0.3630332899
1029	0.3629868939
1030	0.3629537258
1031	0.3629110932
1032	0.3628983427
1033	0.3628237496
1034	0.3627787579
1035	0.3627583684
1036	0.3626637228
1037	0.3626361997
1038	0.3625853945
1039	0.3625677292
1040	0.3625209681
1041	0.3624793465
1042	0.3624430329
1043	0.3624318552
1044	0.3624114657
1045	0.3623795052
1046	0.3623411977
1047	0.3623171852
1048	0.3622727271
1049	0.3622512703
1050	0.3622377616
1051	0.3622211073
1052	0.3622144512
1053	0.3622114462
1054	0.3621959153
1055	0.362192489
1056	0.3621601634
1057	0.3621487049
1058	0.3621347748
1059	0.3621104535
1060	0.3620851491
1061	0.3620545648
1062	0.3620462517
1063	0.3619955869
1064	0.3619471407
1065	0.3619426191
1066	0.3619357664
1067	0.3619275937
1068	0.3619075131
1069	0.3618639818
1070	0.3617802893
1071	0.3617426276
1072	0.3617181097
1073	0.3617079149
1074	0.3616919347
1075	0.3616343891
1076	0.3616003223
1077	0.3615706648
1078	0.3615382269
1079	0.3615182868
1080	0.3615168544
1081	0.3615111532
1082	0.361461359
1083	0.3614085597
1084	0.3613557323
1085	0.3613397521
1086	0.3612803809
1087	0.3612773197
1088	0.3612603846
1089	0.3612317663
1090	0.3611814665
1091	0.3611653459
1092	0.3611487197
1093	0.3611197643
1094	0.3610992344
1095	0.3610671054
1096	0.3610569388
1097	0.3610475585
1098	0.3610050101
1099	0.360988075
1100	0.3609750998
1101	0.3609503572
1102	0.3609257269
1103	0.3608895818
1104	0.3608228806
1105	0.3608130228
1106	0.3607911448
1107	0.3607505905
1108	0.3607279822
1109	0.3607094182
1110	0.3606956567
1111	0.3606285623
1112	0.3606140425
1113	0.3605577606
1114	0.3605416119
1115	0.360514117
1116	0.3605097638
1117	0.360435592
1118	0.3603973968
1119	0.3603940266
1120	0.3603294598
1121	0.3603030321
1122	0.360282137
1123	0.3602713806
1124	0.3602580403
1125	0.3602375385
1126	0.3602066172
1127	0.3601927995
1128	0.3601734491
1129	0.3601703317
1130	0.36012402
1131	0.3600696479
1132	0.3600212017
1133	0.3599883707
1134	0.3599791589
1135	0.3599670824
1136	0.3599427611
1137	0.3599350097
1138	0.3598770709
1139	0.3598524125
1140	0.3598498287
1141	0.3598421615
1142	0.3597933503
1143	0.3597911035
1144	0.3597688604
1145	0.3597598732
1146	0.3597595362
1147	0.3597397646
1148	0.3597301034
1149	0.3597208355
1150	0.3596802811
1151	0.3596214155
1152	0.3595942856
1153	0.3595526079
1154	0.3595435084
1155	0.35953542
1156	0.3595076723
1157	0.3594850641
1158	0.3594815816
1159	0.3594565019
1160	0.3594476271
1161	0.3594295967
1162	0.3594199917
1163	0.3593920194
1164	0.359330935
1165	0.3592803263
1166	0.359232807
1167	0.3592043571
1168	0.3591914943
1169	0.3591832936
1170	0.3591643364
1171	0.3591552931
1172	0.3590892097
1173	0.3590488239
1174	0.3590283501
1175	0.3590079044
1176	0.3589619297
1177	0.358935839
1178	0.3589254476
1179	0.3589075295
1180	0.3588960148
1181	0.3588719743
1182	0.3588664977
1183	0.3588397049
1184	0.3588372615
1185	0.3587858103
1186	0.3587370833
1187	0.3587322808
1188	0.3586714492
1189	0.3586403313
1190	0.3586064331
1191	0.3585655417
1192	0.3585429896
1193	0.3585391982
1194	0.3585286664
1195	0.3585009749
1196	0.3584618528
1197	0.3583935508
1198	0.3583371847
1199	0.3583206428
1200	0.3583109816
1201	0.3582674222
1202	0.3582553458
1203	0.3582357426
1204	0.3582281036
1205	0.3582138365
1206	0.3581806123
1207	0.3581772983
1208	0.3581472476
1209	0.3580857701
1210	0.3580718963
1211	0.3580370993
1212	0.3579832889
1213	0.3579752005
1214	0.3579735154
1215	0.357949503
1216	0.3579347023
1217	0.3579261084
1218	0.3579084712
1219	0.3578758648
1220	0.3578701917
1221	0.3578465162
1222	0.3578427248
1223	0.357841152
1224	0.3578127865
1225	0.357790768
1226	0.3577866396
1227	0.3577426589
1228	0.3577119061
1229	0.3576993241
1230	0.3576722224
1231	0.3576371164
1232	0.3575995952
1233	0.3575927425
1234	0.3575583107
1235	0.3575145827
1236	0.3574817236
1237	0.3574653221
1238	0.3574290928
1239	0.3574094054
1240	0.3574061475
1241	0.3573893248
1242	0.3573641047
1243	0.357328746
1244	0.3573219495
1245	0.3572805245
1246	0.3572758344
1247	0.3572080378
1248	0.3571971128
1249	0.357189867
1250	0.357148442
1251	0.3571039558
1252	0.3571039558
1253	0.3570898291
1254	0.3570519428
1255	0.3570096753
1256	0.3569875164
1257	0.3569726315
1258	0.3569422158
1259	0.3569168833
1260	0.3568819178
1261	0.3568657129
1262	0.3568580458
1263	0.3568319832
1264	0.3567741286
1265	0.3567662087
1266	0.3567568846
1267	0.3566936939
1268	0.3566659462
1269	0.356647663
1270	0.3566390691
1271	0.3566369908
1272	0.3566060976
1273	0.356580709
1274	0.3565728734
1275	0.3565313641
1276	0.3565261965
1277	0.3564985331
1278	0.3564665165
1279	0.3564339101
1280	0.3564152618
1281	0.3564118074
1282	0.3564035786
1283	0.3563994782
1284	0.3563964731
1285	0.3563734156
1286	0.3563422696
1287	0.3563099721
1288	0.3562964915
1289	0.356295003
1290	0.3562679293
1291	0.3562296779
1292	0.356219764
1293	0.3561852478
1294	0.3561841244
1295	0.3561521921
1296	0.3561480917
1297	0.3561089135
1298	0.3560800424
1299	0.3560749871
1300	0.3560554963
1301	0.3560530811
1302	0.3560502164
1303	0.3559371753
1304	0.3559339737
1305	0.3559295644
1306	0.3559267559
1307	0.3558941495
1308	0.3558510956
1309	0.3558121702
1310	0.3557612525
1311	0.3557541752
1312	0.3557157272
1313	0.3556989887
1314	0.3556841599
1315	0.3556411622
1316	0.3556391682
1317	0.3555291884
1318	0.3555219706
1319	0.3555009913
1320	0.3554966662
1321	0.3554622905
1322	0.3554260612
1323	0.3553586578
1324	0.3553136099
1325	0.3552848792
1326	0.355264911
1327	0.3552416006
1328	0.3552146393
1329	0.3552130665
1330	0.3551579081
1331	0.3551366761
1332	0.3551146576
1333	0.3551043786
1334	0.3550693289
1335	0.3550504278
1336	0.3550244775
1337	0.3549575235
1338	0.3549149471
1339	0.354894698
1340	0.3548842224
1341	0.3548578508
1342	0.354814825
1343	0.3547922168
1344	0.3547713779
1345	0.3547612955
1346	0.3547482641
1347	0.354704789
1348	0.3546635606
1349	0.3546494901
1350	0.3546462042
1351	0.3546056218
1352	0.3545822833
1353	0.3545812442
1354	0.3545549288
1355	0.3545476829
1356	0.3545320397
1357	0.3545080554
1358	0.3545038988
1359	0.3544679223
1360	0.354460199
1361	0.3544589071
1362	0.3543943684
1363	0.3543885548
1364	0.354381983
1365	0.3543762818
1366	0.354363756
1367	0.3543595714
1368	0.3543255888
1369	0.3543211234
1370	0.3543157592
1371	0.3543049466
1372	0.3542885451
1373	0.3542413627
1374	0.3542165358
1375	0.354209627
1376	0.3541785933
1377	0.3541778069
1378	0.354121806
1379	0.3541041688
1380	0.3540876269
1381	0.3540300531
1382	0.3540290983
1383	0.3539737994
1384	0.3539510508
1385	0.3539490848
1386	0.3539038684
1387	0.3538863997
1388	0.3538812602
1389	0.3538753062
1390	0.3538167776
1391	0.3538114977
1392	0.3537925686
1393	0.3537772062
1394	0.353748953
1395	0.3537318775
1396	0.3536293963
1397	0.353558033
1398	0.3535331499
1399	0.3534970329
1400	0.3534850126
1401	0.3534760255
1402	0.3534631346
1403	0.3534429136
1404	0.3534292083
1405	0.3534210918
1406	0.3534133404
1407	0.3534068247
1408	0.3533355176
1409	0.3533128532
1410	0.3532700521
1411	0.3532445511
1412	0.353244523
1413	0.3532340755
1414	0.3532330925
1415	0.353209052
1416	0.3531618135
1417	0.3531581905
1418	0.3531504111
1419	0.3531289262
1420	0.3531266795
1421	0.3530974152
1422	0.3530832324
1423	0.3530493903
1424	0.3530189183
1425	0.3530150988
1426	0.3529749938
1427	0.3529506162
1428	0.352932642
1429	0.3529272497
1430	0.352905119
1431	0.3529043888
1432	0.35288956
1433	0.3528585264
1434	0.3528333625
1435	0.3528272681
1436	0.352805699
1437	0.3527707616
1438	0.3527529278
1439	0.3527262473
1440	0.3526819015
1441	0.352677436
1442	0.3526465428
1443	0.3526419369
1444	0.3526252826
1445	0.3526236256
1446	0.3526159866
1447	0.3525586937
1448	0.3525102756
1449	0.3525005583
1450	0.3525004179
1451	0.3524366094
1452	0.3524354298
1453	0.3524293916
1454	0.3524282682
1455	0.3524170062
1456	0.3523956057
1457	0.3523842033
1458	0.3523812544
1459	0.3523478054
1460	0.3523252815
1461	0.3522978146
1462	0.3522694209
1463	0.3522315627
1464	0.3522251313
1465	0.3522188684
1466	0.3522154702
1467	0.3522106677
1468	0.3521763481
1469	0.3521746069
1470	0.3521323112
1471	0.3520769281
1472	0.3520629139
1473	0.3520513429
1474	0.3520441533
1475	0.3520427209
1476	0.3520414009
1477	0.352020197
1478	0.3520037955
1479	0.3519966339
1480	0.3519878153
1481	0.3519852315
1482	0.3519386108
1483	0.3519114248
1484	0.3518893502
1485	0.3518778354
1486	0.3518509303
1487	0.3518205707
1488	0.3518093648
1489	0.3518080729
1490	0.3517954629
1491	0.3517545434
1492	0.3517357547
1493	0.3517108436
1494	0.3516832644
1495	0.3516369526
1496	0.3516078288
1497	0.3515864001
1498	0.3515657017
1499	0.3515414645
1500	0.3515375888
1501	0.3515169746
1502	0.3514943383
1503	0.3514749037
1504	0.3513925031
1505	0.3513834036
1506	0.3513420348
1507	0.3512921001
1508	0.3512355094
1509	0.3512178441
1510	0.3512141369
